ProductID,ProductName,ProductBrand,Gender,Price (INR),NumImages,Description,PrimaryColor
10021007,Abhishti Women Beige & Black Printed A-Line Kurta,Abhishti,Women,1049,5,"Beige and Black printed A-line kurta, has a mandarin collar, sleeveless, flared hem, and front slit", Black
10026241,Park Avenue Women Red Regular Fit Printed Casual Shirt,Park Avenue,Women,539,5,"Red printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem", Red
10027171,Soumya Blue Set of 5 Ethnic Motifs Square Cushion Covers,Soumya,Unisex,857,5,Set content: 5 Cushion Covers Colour: Blue Shape: Square Pattern: Ethnic Motifs Closure: Zip,Blue
10027183,Soumya Multicoloured Set of 5 Self Design Square Linen Cushion Covers,Soumya,Unisex,939,5,Set content: 5 Cushion Covers Colour: Multicoloured Shape: Square Pattern: Self Design Closure: Zip, Red
10018927,ExclusiveLane Dark Brown Handmade Sheesham Wood Block Shelf With Magnetic Key Holder,ExclusiveLane,Unisex,1324,5,Set Content: One keyholderColour: Dark BrownPattern: OwlType: Shelf with magnetic keyholderFEATURES:- Perfect to organize all your keys at one place. - Can hold up to 6 keys.- Acts as a wall decor & enhances the beauty of your wall.- The key holder is hand carved in wood depicting owl motif.- Hand Carved in Sheesham Wood.- The product has been made by hand and may have slight irregularities that are a natural outcome of the human involvement in the process., Brown
10019181,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN86,XYXX,Men,967,5,"Pack of 3 Black, White & Light Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
10019267,XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 3 Illuminati Briefs XYBRF3PCKN348,XYXX,Men,889,5,"Pack of 3 briefs in Black, navy & Blue with contoured front pouch and anti-microbial finish that prevents odours and rashes.

Key Features:

Intellisoft: Our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
Skin Hygiene:Flat-lock seams are smooth on skin so there is no itching, chafing or irritation.",
10030065,Next Look Men Pink Slim Fit Self Design Formal Shirt,Next Look,Men,549,5,"Pink self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", Pink
10036077,Fortune Men Black Leather Formal Slip-Ons,Fortune,Men,3499,5,"A pair of black round-toed formal slip-on shoes, has elasticated gussets on both sidesPatent leather upperCushioned footbedTextured leather outsole, has a stacked heel", Black
10027877,Park Avenue Men Blue Slim Fit Solid Formal Shirt,Park Avenue,Men,854,5,"Blue solid formal shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10030085,Next Look Men Blue Regular Fit Solid Formal Shirt,Next Look,Men,549,5,"Blue solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
10018793,Varanga Women Beige Printed Straight Kurta,Varanga,Women,695,5,"Beige printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, side slits", Beige
10025079,Dreamscape Pink Striped 220 TC Cotton 1 Queen Bedsheet with 2 Pillow Covers,Dreamscape,Unisex,999,4,Set content: 1 Queen bedsheet with 2 pillow coversQuality: FineThread count: 220Colour: PinkPattern: Striped, Pink
10019793,Carlton London Women Off-White & Mustard Yellow Striped A-Line Dress,Carlton London,Women,850,5,"Off-White and mustard yellow striped woven A-line dress, has a V-neck, short sleeves, an attached lining, straight hem, two pockets", Yellow
10028215,Park Avenue Men Blue Regular Fit Solid Formal Shirt,Park Avenue,Men,1119,5,"Blue solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
10027155,Soumya Off-White Set of 5 Quirky Square Cushion Covers,Soumya,Unisex,882,5,Set content: 5 Cushion Covers Colour: Off-White Shape: Square Pattern: Quirky Closure: Zip, White
10030717,Sera Women Navy Blue & Red Printed Kurta with Palazzos,Sera,Women,997,5,"Navy Blue and red printed kurta with palazzos Navy Blue and red straight calf length kurta, has a round neck, sleeveless, straight hem, side slitsNavy Blue and red  Printed palazzos, has partially elasticated waistband, slip-on closure",Blue
10029171,Geox Men Black Textured Leather Comfort Sandals,Geox,Men,2999,5,A pair of black textured comfort sandalsLeather upper with buckle closureCushioned footbedPatterned rubber outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer, Red
10033745,Shiseido 06 Aplen Glow InnerGlow CheekPowder 4 g,SHISEIDO,Women,2340,3,"Shade Number: 06Shade Name: Aplen Glow What it is:This blush and highlighter hybrid is the future of cheek color thanks to a unique cream-powder matrix system that helps this airy powder stay put for eight hours.What it does:In addition to the formula's high color payoff and superior glide, refined mica provides a lit-from-within glow. Similar to a silk kimono, this featherweight formula floats effortlessly over skin, delivering an instant, illuminating flush or a subtle contour without streaking. Available in ten light-reflecting shades.This product is dermatologist-tested. It is free of oil and fragrance.About the Brand: Shiseido is a global, Japanese cosmetics and skincare brand with unique Asian heritage, strong business innovation and positive country-of-origin effects. Shiseido makeup represents an exceptional collection of high-performance colors and textures, created to celebrate and enhance your natural beauty.",
10018887,SEJ by Nisha Gupta Multicoloured Printed Table Runner,SEJ by Nisha Gupta,Unisex,699,3,Set content: One runnerType: Table runnerColour: MulticolouredFabric: PolycottonShape: RectangularPattern: FloralDisclaimer : Product colour may slightly vary due to photographic lighting sources or your monitor settings., Red
10030285,Next Look Men Blue Slim Fit Self Design Formal Shirt,Next Look,Men,599,5,"Blue self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
10032753,HERE&NOW Women Pink Solid Bomber Jacket,HERE&NOW,Women,999,7,"Pink solid jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem", Pink
10019147,XYXX Men Printed Pack of 2 Remix Pure Cotton Boxer XYBOX2PCKN161,XYXX,Men,670,4,"Pack of 2 White & Yellow regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
10025161,Tokyo Talkies Women Navy Blue Maxi Dress,Tokyo Talkies,Women,1299,5,"Navy blue solid woven maxi dress, has a shirt collar, sleeveless, button closure, and flared hem",Blue
10030269,Next Look Men Blue Slim Fit Self Design Formal Shirt,Next Look,Men,599,5,"Blue self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
10027143,OddCroft Black & White Textured Ceramic Flower Vase,OddCroft,Unisex,1274,4,Set Content: 1 flower vase  Colour: Black and white Pattern: Textured Shape: Cylindrical Material: Ceramic , Red
10018279,Puma Women Black Textile Flyer Runner Engineer Knit Wn s Puma Bla Running Shoes,Puma,Women,2699,5,"Product Design Details:A pair of black running sports shoes, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned rubber outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black
10028995,MSC Women Red Woven Design One Toe Flats,MSC,Women,679,5,"A pair of red open-toed flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole", Red
10026293,MASPAR White Solid Double Bed Duvet Cover,MASPAR,Unisex,8999,4,Set content: 1 duvet cover Size: Double bed(Queen) Colour: White Pattern: Geometric GSM: 250 GSM, White
10028797,Park Avenue Men Blue Tapered Fit Mid-Rise Clean Look Stretchable Jeans,Park Avenue,Men,1149,5,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue
10030013,Next Look Men Blue Regular Fit Printed Casual Shirt,Next Look,Men,549,5,"Blue printed casual shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket",Blue
1003553,W Off-White Printed Palazzo Trousers,W,Women,2499,5,"A pair of off-white mid-rise printed palazzo trousers, has two pockets, a zip fly with a button closure, waistband that is elasticated at the back, and flared hems", White
10035381,Anekaant Women Black & Pink Printed Sling Bag,Anekaant,Women,479,5,"Black and pink printed sling bag, has a zip closure1 main compartment, 1 external and 3 inner pocketsNon-Detachable Sling Strap", Black
10033629,SHISEIDO 518 Selfie ModernMatte Powder Lipstick 4g,SHISEIDO,Women,2295,6,"Shade Number: 518 Shade Name: SelfieWhat it is:This non-drying formula delivers matte, full-coverage color that feels utterly weightless and provides a powder-soft finish on lips.What it does:A unique blend of waxes and oils melts and transforms into an ultra-thin, featherweight powder, while spherical pigments float across lips to blur imperfections. Available in 24 shades inspired by Tokyo's vibrant nightlife, this statement-making lipstick provides eight hours of rich, velvety color. Dermatologist-tested.Features:Velvet Powders: Lend lips a matte, airbrushed finish that stays put for eight hours.Optical Brightening Pigments: Provide intense, vibrant color.Lightweight Waxes and Oils: Create a hydrating-yet-weightless veil of color that melts seamlessly onto lips.", Matte
10019383,XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 2 Shuffle Briefs XYBRF2PCKN272,XYXX,Men,574,5,"Pack of 2 briefs in Black & Blue with a microfibre waistband and anti-microbial finish that prevents odours and rashes.
Key Features:

Intellisoft: Our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
Skin Hygiene:Flat-lock seams are smooth on skin so there is no itching, chafing or irritation.",
10019153,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN120,XYXX,Men,967,5,"Pack of 3 Yellow, Black & Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
10029365,Geox Women Black Perforated Leather Ballerinas with Brogue Detail,Geox,Women,3999,5,"A pair of black square toe ballerinas with brogue detail, has regular styling, slip-on detailLeather upper with perforated and metallic detailCushioned footbedTextured and patterned outsole", Black
10028367,Park Avenue Men White Regular Fit Solid Formal Shirt,Park Avenue,Men,1119,5,"White solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", White
10029997,Next Look Men Red Slim Fit Printed Party Shirt,Next Look,Men,549,5,"Red printed party shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", Red
10028025,Park Avenue Men Blue Slim Fit Checked Formal Shirt,Park Avenue,Men,854,5,"Blue checked formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
10033613,SHISEIDO 01 Lunar Aura Dew Powder Blush 4.8 g,SHISEIDO,Women,2700,5,"Shade No: 01Shade Name: LunarWhat it isThis air-whipped cream blush transforms into a long-lasting, weightless, breathable powder with a soft matte finishWhat it doesThis blush uses breakthrough AirFusion Technology to blend effortlessly across skin. The mousse-like texture transforms into an ultra-thin, featherweight powder with a soft matte finish that lasts eight hours. Available in six vivid shades inspired by the House of SHISEIDO's muses and collaborators of the past and present.",
10018993,Geox Men Olive Green Solid Slip-On Sneakers,Geox,Men,5499,5,"A pair of round-toe olive green slip-on sneakers, has regular styling, slip-on detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturerEngineered with waterproof lining", Green
10018119,Puma Unisex Grey Sneakers,Puma,Unisex,3599,5,"A pair of round-toe grey sneakers, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Grey
10019821,Carlton London Women Off-White & Mustard Yellow Striped Wrap Dress,Carlton London,Women,855,5,"Off-White and mustard yellow striped woven wrap dress with tie-up detail, has a V-neck, short sleeves, an attached lining, and tulip hem, two pockets", Yellow
10019845,Carlton London Women Blue Solid Top,Carlton London,Women,670,5,"Blue solid woven regular top with lace inserts, has a round neck, short sleeves, and button closure",Blue
10029927,Mitera Pink & Navy Blue Woven Design Kanjeevaram Saree,Mitera,Women,1791,5,"Design Detail:Pink  Navy Blue woven design saree, has a woven design borderBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeOrigin:Kanjeevaram sarees are made in the Kanchipuram region in Tamil Nadu. The fabric bears the images of all the scriptures embossed on the walls of the temples of the Kanchipuram village.",Blue
10019063,XYXX Men Checkered Pack of 3 Checkmate Pure Cotton Boxer XYBOX3PCKN113,XYXX,Men,957,5,"Pack of 3 Navy, Grey &  Red regular-fit checked boxers with a microfibre waistband.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Single back patch pocket to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..", Red
10030737,SHISEIDO Unisex Extra Rich Cleansing Milk 125 ml,SHISEIDO,Unisex,2550,6,"What it is Extra rich cleansing milk Features This rich cleansing milk is soap-free, so it's perfect for dry skinTransforms into an airy lather to remove impuritiesLifts away excess surface cells, pollutants and oxidized substances that can cause skin to ageYet leaves skin moisturized and protected by a veil of hydration--the right environment to support its inner defensesFor a soft, plumped and dewy feelFor dry skin",
10019559,Wild Stone Men Edge Eau de Parfum 50 ml,Wild stone,Men,279,5,"What it isEdge Eau de ParfumFeaturesRich woody and aromatic notes mixed with notes of artemisia, patchouli, and labdanumA Perfect casual wear perfumeWith freshness which lasts for a long time",
10026421,MOVADO Men Black Analogue Watch 607243,MOVADO,Men,58854,3,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a butterfly closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature MOVADO case", Black
10021145,MBE Women Maroon Woven Design Anarkali Kurta,MBE,Women,867,5,"Maroon woven design anarkali kurta, has a mandarin collar, long sleeves, flared hem", Maroon
10029375,Geox Men Black Leather Sneakers,Geox,Men,4249,5,"A pair of round-toe black sneakers, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer", Black
10019075,XYXX Men Printed Pack of 2 Remix Pure Cotton Boxer XYBOX2PCKN151,XYXX,Men,670,4,"Pack of 2 Blue & Navy regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
10030259,Next Look Men Purple Slim Fit Self Design Casual Shirt,Next Look,Men,599,5,"Purple self-design casual shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket", Purple
10027145,OddCroft Multicoloured Chevron Print Ceramic Flower Vase,OddCroft,Unisex,768,4,Set Content: 1 flower vase  Colour: Multicoloured Pattern: Chevron Shape: Cylindrical Material: Ceramic , Red
10019573,Carlton London Women Navy Blue Solid Top,Carlton London,Women,760,5,"Navy Blue solid woven top with embellished detail, has a round neck, three-quarter sleeves, button closure and an attached lining",Blue
10027281,Tokyo Talkies Women Black & White Solid Top with Trousers,Tokyo Talkies,Women,1299,5,"This two-piece set consists of top and trousersBlack and white solid top, has a round neck, short sleevesBlack and white solid trousers, has a button closure", Black
1002026,Flying Machine Navy & Yellow Checked Casual Shirt,Flying Machine,Men,1999,6,"Navy blue and yellow checked casual shirt, has a spread collar, a full button placket, long sleeves, a patch pocket, and a curved hem", Yellow
10032821,HERE&NOW Men Olive Green Solid Biker Jacket,HERE&NOW,Men,1609,7,"Olive green solid biker jacket, has a stand collar, 3 pockets, zip closure, long sleeves, straight hem, and polyester", Green
10032765,HERE&NOW Men Beige Solid Varsity Jacket,HERE&NOW,Men,3999,7,"Beige solid varsity jacket, has a stand collar, 4 pockets, zip closure, long sleeves, straight hem, and polyester lining", Beige
10030399,Geox Men Black Leather Sneakers,Geox,Men,7999,5,"A pair of round-toe black sneakers, has regular styling, Velcro detailLeather upperCushioned footbedTextured and patterned outsoleEngineered with waterproof liningWarranty: 6 monthsWarranty provided by brand/manufacturer", Black
10029231,Geox Women Navy Blue Solid Leather Ballerinas,Geox,Women,3999,5,"A pair of navy blue square toe ballerinas with metallic detail, has regular styling, slip-on detailLeather upperCushioned footbedTextured and patterned outsole",Blue
10021551,SEJ by Nisha Gupta Blue & Grey Wooden Tissue Holder,SEJ by Nisha Gupta,Unisex,699,3,Pattern: PrintedFinish: MatteMaterial: Wood,Blue
10030061,Next Look Men Pink Slim Fit Solid Formal Shirt,Next Look,Men,599,5,"Pink solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", Pink
10018891,SEJ by Nisha Gupta Red Printed Table Runner,SEJ by Nisha Gupta,Unisex,699,3,Set content: One runnerType: Table runnerColour: RedFabric: PolycottonShape: RectangularPattern: FloralDisclaimer : Product colour may slightly vary due to photographic lighting sources or your monitor settings., Red
10035977,Fortune Men Black Formal Slip-Ons,Fortune,Men,1699,5,"A pair of black round-toed formal slip-on shoes, has elasticated gussets on both sidesSynthetic leather upperCushioned footbedTextured PU outsole, has a stacked heel", Black
10033783,SHISEIDO 511 Unfiltered ModernMatte Powder Lipstick 4g,SHISEIDO,Women,2295,5,"Shade Name: UnfilteredWhat it is?This non-drying formula delivers matte, full-coverage colour that feels utterly weightless and provides a powder-soft, airbrushed finish on lips. A unique blend of waxes and oils melts and transforms into an ultra-thin, featherweight powder, while spherical pigments float across lips to blur imperfectionsWhat it does?Velvet Powders: Lend lips a matte, airbrushed finish that stays put for eight hours.Optical Brightening Pigments: Provide intense, vibrant color.Lightweight Waxes and Oils: Create a hydrating-yet-weightless veil of color that melts seamlessly onto lips.", Red
10019207,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN39,XYXX,Men,967,5,"Pack of 3 White & Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
10032531,HERE&NOW Men Purple & Black Colourblocked Padded Jacket With Printed Details,HERE&NOW,Men,1574,8,"Purple and Black colourblocked jacket, has a mock collar, 3 pockets, zip closure, long sleeves, straight hem, and polyester lining", Black
10025031,Mast & Harbour Women Brown Solid Suede Jacket,Mast & Harbour,Women,1999,5,"Brown solid jacket, has a spread collar, 2 pockets, long sleeves, straight hem, and polyester", Brown
10019185,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN126,XYXX,Men,967,5,"Pack of 3 Blue & White regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
10019111,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN133,XYXX,Men,967,5,"Pack of 3 Black, Light Blue & Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
10019073,XYXX Men Printed Pack of 2 Remix Pure Cotton Boxer XYBOX2PCKN150,XYXX,Men,670,4,"Pack of 2 Blue & Light Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
10019869,Carlton London Women Black Regular Fit Solid Cropped Trousers,Carlton London,Women,895,7,"Black solid mid-rise cropped trousers with lace inserts, has a partially elasticated waistband with slip-on closure, and 2 pockets", Black
10034015,SHISEIDO YANE HAKE Precision Eye Brush,SHISEIDO,Women,1620,2,"What it is?Precise and chiselled Shiseido Yane Hake Precision Eye Brush is handcrafted in Japan to add revolutionary craftsmanship to your collection. The roof shape made entirely of synthetic bristles easily defines brows and fits perfectly along the lash lines. Simply stamp powders, inks, dews, or gels across the rim of the eye to build a seamless band of pigment.Features:Hidden Core Technology: Densely packed bristles create a sturdy interior that is surrounded by a perimeter of soft, flexible fibers for easy blending and a streak-free finish.Synthetic Bristles: Compatible with all makeup textures, these animal-friendly fibers feature tapered tips that conform to fine lines and facial contours.Ergonomic Design: Crafted to fit comfortably in the hand, the modern design makes for controlled application.",
10019091,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN137,XYXX,Men,967,5,"Pack of 3 Black, Yellow & White regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
10021163,MBE Women Brown & Pink Printed Straight Kurta,MBE,Women,619,5,"Brown and pink printed straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits", Brown
10033029,Kvsfab Women Peach-Coloured & White Colourblocked Straight Kurta,Kvsfab,Women,899,5,"Peach-Coloured and white colourblocked straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits", Red
10029315,Geox Men Black Leather Formal Slip-Ons,Geox,Men,6299,5,"A pair of round-toe black formal slip-onsLeather upperCushioned footbedTextured PU outsole, has a stacked heelWarranty: 6 monthsWarranty provided by Brand Owner / Manufacturer", Black
10030059,Next Look Men Purple Slim Fit Solid Formal Shirt,Next Look,Men,549,5,"Purple solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", Purple
10033675,SHISEIDO 01 Miyuki Street Nudes Essentialist Eye Shadow Palette 5.2 g,SHISEIDO,Women,2380,4,"Shade Number : 01Shade Name:  Miyuki Street Nudes        What Is It:Harnessing over 145 years of Japanese beauty wisdom, Shiseido Essentialist Eye Palette is the perfect way to embrace beauty. These eyeshadow palettes are made with an innovative cream powder matrix system, which provides pure, silky color that lasts 12 hours without creasing.What it does:Soft, spherical powders create a smooth, second-skin effect, while a transparent base eliminates any chalkiness.These weightless formulas are offered in an array of finishes that range from soft mattes to shimmering metallics.Inspired by Tokyo's iconic streets, each ultra-slim palette contains four coordinating colors that can be used to create countless eye looks.Available in 6 shade harmonies.This product is dermatologist- and ophthalmologist-tested.About the Brand: Shiseido is a global, Japanese cosmetics and skincare brand with unique Asian heritage, strong business innovation and positive country-of-origin effects. Shiseido makeup represents an exceptional collection of high-performance colors and textures, created to celebrate and enhance your natural beauty.",
10027661,Park Avenue Men Peach-Coloured Slim Fit Solid Formal Shirt,Park Avenue,Men,1119,5,"Peach-Coloured solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", Red
10028541,Park Avenue Men Blue Regular Fit Mid-Rise Clean Look Jeans,Park Avenue,Men,874,5,"Blue medium wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue
10027097,ExclusiveLane Brown Seesham Wood Hand Carving Owl Motif Desk Organizer,ExclusiveLane,Unisex,821,4,"Set Content: One organiserType: Desk organiserColour: BrownMaterial: Sheesham woodPattern: TexturedFEATURES:- Ideal for storing stationery items to organize your work desk.- Can also be used as cutlery holder to store day-to-day dining cutleries and can also be used as utility container or knick-knacks holder.- The table organizer is hand carved in wood depicting the owl motif.- Hand Carved in Sheesham Wood.- The product has been made by hand and may have slight irregularities that are a natural outcome of the human involvement in the process.Disclaimer: As this product is handcrafted there might be a slight color or design variation, which is natural and hence makes the product unique.The pen & pencil shown in the image are not included with this table organiser", Brown
10019197,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN141,XYXX,Men,967,5,"Pack of 3 Black, White & Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
10033757,Shiseido 05 Solar Haze InnerGlow CheekPowder 4 g,SHISEIDO,Women,2340,4,"Shade Number: 05Shade Name:  Solar Haze        What it is:This blush and highlighter hybrid is the future of cheek color thanks to a unique cream-powder matrix system that helps this airy powder stay put for eight hours.What it does:In addition to the formula's high color payoff and superior glide, refined mica provides a lit-from-within glow. Similar to a silk kimono, this featherweight formula floats effortlessly over skin, delivering an instant, illuminating flush or a subtle contour without streaking. Available in ten light-reflecting shades.This product is dermatologist-tested. It is free of oil and fragrance.About the Brand: Shiseido is a global, Japanese cosmetics and skincare brand with unique Asian heritage, strong business innovation and positive country-of-origin effects. Shiseido makeup represents an exceptional collection of high-performance colors and textures, created to celebrate and enhance your natural beauty.",
10035839,Next Look Men Black Solid Polo Collar T-shirt,Next Look,Men,503,5,"Black solid T-shirt, has a polo collar, and short sleeves", Black
10019805,Carlton London Women Brown Regular Fit Solid Culottes,Carlton London,Women,850,5,"Brown solid high-rise trousers, slip-on closure, 2 pocketsComes with a belt", Brown
